ACT_MATH,SAT_MATH,MATH_PLCMNT,MaxOfMATH_TERM,MATH_SUBJ,MATH_CRSE,Math_Grde,MaxOfSTAT_TERM,STAT_SUBJ,STAT_CRSE,Stat_Grde,APCALCGRDE,APSTATGRDE,PREVGPA,curric,GPAgrade
19,NA,NA,201270,M,149Q,A-,NA,,,,,,3.2,MSU.0,2
23,NA,NA,201430,M,172Q,C,NA,,,,,,2.58,MSU.0,2
25,530,NA,NA,,,,NA,,,,,,3.06,MSU.0,2
25,530,NA,NA,,,,NA,,,,,,3.06,MSU.0,2
25,530,NA,NA,,,,NA,,,,,,3.06,MSU.0,2
24,NA,NA,201470,M,121Q,C,NA,,,,,,3.16,MSU.0,2
24,NA,NA,201470,M,121Q,C,NA,,,,,,3.16,MSU.0,2
18,NA,2,201530,M,161Q,B-,NA,,,,,,2.85,MSU.0,2
18,NA,2,201530,M,161Q,B-,NA,,,,,,2.85,MSU.0,2
18,NA,2,201530,M,161Q,B-,NA,,,,,,2.85,MSU.0,2
18,NA,2,201530,M,161Q,B-,NA,,,,,,2.85,MSU.0,2
18,NA,2,201530,M,161Q,B-,NA,,,,,,2.85,MSU.0,2
NA,650,NA,201270,M,273Q,C+,NA,,,,,,2.71,MSU.0,2
NA,650,NA,201270,M,273Q,C+,NA,,,,,,2.71,MSU.0,2
NA,650,NA,201270,M,273Q,C+,NA,,,,,,2.71,MSU.0,2
NA,650,NA,201270,M,273Q,C+,NA,,,,,,2.71,MSU.0,2
26,NA,3,201530,M,161Q,B,NA,,,,,,3.13,MSU.0,2
24,NA,NA,201530,M,121Q,A,NA,,,,,,2.88,MSU.0,2
24,NA,NA,201530,M,121Q,A,NA,,,,,,2.88,MSU.0,2
22,NA,1,201470,M,121Q,C+,NA,,,,,,2.66,MSU.0,2.3
22,NA,1,201470,M,121Q,C+,NA,,,,,,2.66,MSU.0,2.3
22,NA,1,201470,M,121Q,C+,NA,,,,,,2.66,MSU.0,2.3
27,NA,NA,NA,,,,NA,,,,,,3.25,MSU.0,2.3
30,NA,NA,201530,M,151Q,A,NA,,,,TD,TC,2.23,MSU.0,2.3
30,NA,NA,201530,M,151Q,A,NA,,,,TD,TC,2.23,MSU.0,2.3
31,660,NA,201330,M,221,B,NA,,,,,,3.11,MSU.0,2.3
23,NA,3,201470,M,161Q,C,NA,,,,,,2.56,MSU.0,2.3
19,NA,3.5,201530,M,161Q,B,NA,,,,,,2.99,MSU.0,2.3
NA,420,1,201470,M,121Q,C,NA,,,,,,2.96,MSU.0,2.3
NA,420,1,201470,M,121Q,C,NA,,,,,,2.96,MSU.0,2.3
NA,420,1,201470,M,121Q,C,NA,,,,,,2.96,MSU.0,2.3
NA,420,1,201470,M,121Q,C,NA,,,,,,2.96,MSU.0,2.3
21,NA,NA,NA,,,,NA,,,,,,3.52,MSU.0,2.3
17,NA,2,201470,M,161Q,C+,NA,,,,,,2.79,MSU.0,2.3
17,NA,2,201470,M,161Q,C+,NA,,,,,,2.79,MSU.0,2.3
25,NA,NA,NA,,,,NA,,,,TB,,1.66,MSU.0,2.3
25,NA,NA,NA,,,,NA,,,,TB,,1.66,MSU.0,2.3
25,NA,NA,NA,,,,NA,,,,TB,,1.66,MSU.0,2.3
28,NA,NA,201470,M,121Q,B,NA,,,,,,3.13,MSU.0,2.3
21,NA,1,201470,M,166Q,B+,NA,,,,,,2.59,MSU.0,2.3
21,NA,1,201470,M,166Q,B+,NA,,,,,,2.59,MSU.0,2.3
NA,NA,NA,NA,,,,201450,STAT,217Q,B,,,2.54,MSU.0,2.3
NA,NA,NA,NA,,,,201450,STAT,217Q,B,,,2.54,MSU.0,2.3
NA,NA,NA,NA,,,,201450,STAT,217Q,B,,,2.54,MSU.0,2.3
NA,NA,NA,NA,,,,201450,STAT,217Q,B,,,2.54,MSU.0,2.3
23,NA,NA,201470,M,161Q,B-,NA,,,,,,3.56,MSU.0,2.3
23,NA,NA,201470,M,161Q,B-,NA,,,,,,3.56,MSU.0,2.3
23,NA,NA,201470,M,161Q,B-,NA,,,,,,2.91,MSU.0,2.3
23,NA,NA,201470,M,161Q,B-,NA,,,,,,2.91,MSU.0,2.3
23,NA,NA,201470,M,161Q,B-,NA,,,,,,2.91,MSU.0,2.3
NA,NA,NA,201470,M,161Q,C+,NA,,,,,,2.66,MSU.0,2.3
NA,NA,NA,201470,M,161Q,C+,NA,,,,,,2.66,MSU.0,2.3
NA,NA,NA,201470,M,161Q,C+,NA,,,,,,2.66,MSU.0,2.3
NA,570,1,201170,M,121Q,C,NA,,,,,,2.58,MSU.0,2.3
NA,NA,NA,NA,,,,200070,STAT,217,C+,,,1.93,MSU.0,1
NA,NA,NA,NA,,,,200070,STAT,217,C+,,,1.93,MSU.0,1
NA,NA,NA,NA,,,,200070,STAT,217,C+,,,1.93,MSU.0,1
NA,400,NA,200930,MATH,101,C,NA,,,,,,2.43,MSU.0,1
NA,400,NA,200930,MATH,101,C,NA,,,,,,2.43,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.21,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.04,MSU.0,1
NA,450,2,201270,M,121Q,C+,NA,,,,,,2.67,MSU.0,1
19,NA,NA,NA,,,,NA,,,,,,2.68,MSU.0,1
19,NA,NA,NA,,,,NA,,,,,,2.68,MSU.0,1
19,NA,NA,NA,,,,NA,,,,,,2.68,MSU.0,1
21,NA,2,201470,M,149Q,C+,NA,,,,,,2.79,MSU.0,1
21,NA,2,201470,M,149Q,C+,NA,,,,,,2.79,MSU.0,1
21,NA,3,201470,M,145Q,C,NA,,,,,,2.68,MSU.0,1
21,NA,3,201470,M,145Q,C,NA,,,,,,2.68,MSU.0,1
21,NA,3,201470,M,145Q,C,NA,,,,,,2.68,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.47,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.47,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.47,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.47,MSU.0,1
9,NA,3,NA,,,,NA,,,,,,2.33,MSU.0,1
22,NA,NA,NA,,,,NA,,,,,,3.2,MSU.0,1
14,NA,NA,201430,M,161Q,C+,NA,,,,,,2.24,MSU.0,1
NA,500,NA,201430,M,149Q,C+,NA,,,,,,2.22,MSU.0,1
NA,500,NA,201430,M,149Q,C+,NA,,,,,,2.22,MSU.0,1
NA,500,NA,201430,M,149Q,C+,NA,,,,,,2.22,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.78,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.78,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.78,MSU.0,1
26,NA,1,201450,M,121Q,C,NA,,,,,,2.38,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.04,MSU.0,1
18,NA,1,201430,M,145Q,B+,NA,,,,,,2.69,MSU.0,1
NA,NA,NA,NA,,,,NA,,,,,,2.45,MSU.0,1
22,NA,3.5,NA,,,,NA,,,,,,3.31,MSU.0,1
NA,NA,2,201530,M,151Q,B,NA,,,,,,3.35,MSU.0,1
NA,NA,2,201530,M,151Q,B,NA,,,,,,3.35,MSU.0,1
19,NA,3,201470,M,161Q,C,NA,,,,,,2.88,MSU.0,1
19,NA,3,201470,M,161Q,C,NA,,,,,,2.88,MSU.0,1
NA,490,1,NA,,,,NA,,,,,,2.38,MSU.0,0
25,580,1,201450,M,161Q,B+,NA,,,,,,2.44,MSU.0,0
25,580,1,201450,M,161Q,B+,NA,,,,,,2.44,MSU.0,0
25,580,1,201450,M,161Q,B+,NA,,,,,,2.44,MSU.0,0
22,NA,2,201470,M,161Q,C,NA,,,,,,2.66,MSU.0,0
22,NA,2,201470,M,161Q,C,NA,,,,,,2.66,MSU.0,0
22,NA,2,201470,M,161Q,C,NA,,,,,,2.66,MSU.0,0
NA,NA,3.5,NA,,,,NA,,,,,,2.14,MSU.0,0
NA,NA,3.5,NA,,,,NA,,,,,,2.14,MSU.0,0
NA,NA,3.5,NA,,,,NA,,,,,,2.14,MSU.0,0
10,360,2,201470,M,121Q,B,NA,,,,,,3.22,MSU.0,0
10,360,2,201470,M,121Q,B,NA,,,,,,3.22,MSU.0,0
10,360,2,201470,M,121Q,B,NA,,,,,,3.22,MSU.0,0
24,NA,NA,201370,M,145Q,C+,NA,,,,,,2.14,MSU.0,0
24,NA,NA,201370,M,145Q,C+,NA,,,,,,2.14,MSU.0,0
24,NA,NA,201370,M,145Q,C+,NA,,,,,,2.14,MSU.0,0
NA,650,2,201450,M,121Q,B-,NA,,,,,,2.28,MSU.0,0
NA,530,NA,NA,,,,NA,,,,,,2.64,MSU.0,0
NA,530,NA,NA,,,,NA,,,,,,2.64,MSU.0,0
NA,530,NA,NA,,,,NA,,,,,,2.64,MSU.0,0
NA,530,NA,NA,,,,NA,,,,,,2.64,MSU.0,0
NA,530,NA,NA,,,,NA,,,,,,2.64,MSU.0,0
29,NA,4,201330,M,121Q,B,NA,,,,,,1.69,MSU.0,0
29,NA,4,201330,M,121Q,B,NA,,,,,,1.69,MSU.0,0
29,NA,4,201330,M,121Q,B,NA,,,,,,1.69,MSU.0,0
26,NA,NA,NA,,,,NA,,,,,,1.8,MSU.0,0
NA,NA,1,201370,M,161Q,C+,NA,,,,,,2.54,MSU.0,0
NA,NA,1,201370,M,161Q,C+,NA,,,,,,2.54,MSU.0,0
NA,NA,1,201370,M,161Q,C+,NA,,,,,,2.54,MSU.0,0
NA,NA,1,201370,M,161Q,C+,NA,,,,,,2.54,MSU.0,0
16,NA,NA,201430,M,121Q,B,NA,,,,,,1.97,MSU.0,0
14,NA,3,201430,M,121Q,C,NA,,,,,,2.81,MSU.0,0
NA,490,3,201430,M,161Q,C+,NA,,,,,,2.46,MSU.0,0
NA,490,3,201430,M,161Q,C+,NA,,,,,,2.46,MSU.0,0
NA,490,3,201430,M,161Q,C+,NA,,,,,,2.46,MSU.0,0
NA,490,3,201430,M,161Q,C+,NA,,,,,,2.46,MSU.0,0
NA,490,3,201430,M,161Q,C+,NA,,,,,,2.46,MSU.0,0
21,490,NA,201470,M,161Q,B+,NA,,,,,,1.6,MSU.0,0
20,NA,NA,NA,,,,NA,,,,,,3.52,MSU.0,0
NA,660,NA,201530,M,172Q,B,NA,,,,TP,,2.31,MSU.0,0
NA,540,NA,201470,M,161Q,C,NA,,,,,,2.15,MSU.0,0
NA,540,NA,201470,M,161Q,C,NA,,,,,,2.15,MSU.0,0
NA,620,NA,NA,,,,NA,,,,,,1.8,MSU.0,0
NA,630,NA,NA,,,,NA,,,,,,2.7,MSU.0,0
NA,420,1,201470,M,161Q,C,NA,,,,,,3,MSU.0,0
NA,420,1,201470,M,161Q,C,NA,,,,,,3,MSU.0,0
29,NA,NA,201470,M,161Q,B+,NA,,,,,,2.82,MSU.0,0
29,NA,NA,201470,M,161Q,B+,NA,,,,,,2.82,MSU.0,0
NA,590,NA,201370,M,171Q,C+,NA,,,,,,2.6,MSU.0,0
22,NA,3,201470,M,161Q,C,NA,,,,,,2.58,MSU.0,0
19,NA,NA,NA,,,,NA,,,,,,3.37,MSU.0,0
19,NA,NA,NA,,,,NA,,,,,,3.37,MSU.0,0
19,NA,NA,NA,,,,NA,,,,,,3.37,MSU.0,0
23,NA,NA,201370,M,161Q,C,NA,,,,,,3.25,MSU.0,0
NA,310,2,201430,M,121Q,A,NA,,,,,,3.34,MSU.0,0
25,NA,3,NA,,,,NA,,,,,,1.92,MSU.0,0
NA,NA,1,201470,M,161Q,A-,NA,,,,,,3.95,MSU.0,0
NA,NA,1,201470,M,161Q,A-,NA,,,,,,3.95,MSU.0,0
NA,NA,1,201470,M,161Q,A-,NA,,,,,,3.95,MSU.0,0
20,450,4,201530,M,161Q,C,NA,,,,,,2.69,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
21,NA,NA,201530,M,172Q,A-,NA,,,,,,3.43,MSU.0,0
24,NA,NA,201370,M,121Q,B,NA,,,,,,2.79,MSU.0,0
24,NA,NA,201370,M,121Q,B,NA,,,,,,2.79,MSU.0,0
24,NA,NA,201470,M,161Q,C,NA,,,,,,2.55,MSU.0,0
21,NA,NA,201430,M,161Q,B-,NA,,,,,,2.84,MSU.0,0
21,NA,NA,201430,M,161Q,B-,NA,,,,,,2.84,MSU.0,0
